,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole
1102,38.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Female,3,4,Manager,3,Single,2836.0,4,No,14,3.0,1,0,0.0,3,1.0,7
1103,29.0,Yes,Travel_Frequently,Sales,20,3,Life Sciences,2,Male,1,2,Sales Executive,3,Married,6294.0,3,Yes,11,3.0,3,1,5.0,3,3.0,2
1104,43.0,Yes,Travel_Rarely,Human Resources,23,3,Human Resources,2,Female,3,3,Human Resources,1,Divorced,4081.0,9,Yes,15,3.0,3,3,3.0,3,20.0,2
1105,29.0,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2109.0,2,No,15,3.0,4,0,2.0,3,1.0,2
1106,36.0,No,Travel_Rarely,Human Resources,5,2,Medical,2,Female,3,2,Human Resources,2,Divorced,9278.0,8,Yes,22,3.0,4,1,3.0,3,5.0,2
1107,34.0,No,Travel_Rarely,Sales,8,1,Life Sciences,2,Male,2,1,Sales Representative,4,Single,4771.0,0,No,19,3.0,4,0,0.0,2,9.0,2
1108,28.0,No,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,3,1,Sales Representative,2,Married,2207.0,1,No,18,3.0,1,1,5.0,3,4.0,0
1109,25.0,No,Travel_Rarely,Research & Development,4,2,Other,3,Male,3,1,Laboratory Technician,4,Divorced,2889.0,1,No,12,3.0,3,1,2.0,3,2.0,0
1110,34.0,No,Travel_Frequently,Sales,2,4,Marketing,2,Male,3,5,Manager,1,Single,5454.0,3,No,12,3.0,4,0,4.0,2,5.0,2
1111,25.0,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,2,3,Laboratory Technician,3,Single,2096.0,9,Yes,13,3.0,4,0,3.0,3,2.0,0
1112,32.0,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,4,2,Healthcare Representative,3,Married,4200.0,3,No,16,4.0,3,1,2.0,3,5.0,0
1113,42.0,No,Travel_Rarely,Human Resources,1,3,Human Resources,4,Male,2,5,Manager,3,Married,4434.0,1,No,12,3.0,2,1,3.0,3,8.0,7
1114,28.0,No,Travel_Rarely,Sales,9,1,Life Sciences,2,Female,3,2,Sales Executive,3,Married,7655.0,1,No,20,3.0,1,0,3.0,2,9.0,5
1115,51.0,No,Travel_Rarely,Research & Development,25,3,Medical,2,Male,3,5,Manager,2,Single,14026.0,3,No,22,3.0,3,0,3.0,3,33.0,0
1116,49.0,Yes,Travel_Rarely,Sales,27,2,Life Sciences,2,Male,4,2,Sales Executive,3,Single,2342.0,4,Yes,12,3.0,4,0,5.0,3,9.0,4
1117,45.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,2,Manufacturing Director,2,Married,2132.0,6,No,12,4.0,2,1,3.0,2,5.0,5
1118,34.0,No,Travel_Frequently,Research & Development,10,3,Medical,3,Male,3,3,Manager,4,Single,9602.0,2,No,25,3.0,2,0,5.0,4,10.0,2
1119,36.0,No,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,5237.0,3,Yes,11,3.0,3,1,3.0,4,7.0,3
1120,41.0,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,2,1,Laboratory Technician,2,Single,17181.0,1,No,22,3.0,2,0,3.0,3,7.0,3
1121,40.0,No,Non-Travel,Research & Development,13,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,13194.0,3,No,18,3.0,1,0,2.0,3,1.0,2
1122,55.0,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,3,2,Laboratory Technician,2,Single,2585.0,8,No,16,3.0,4,0,5.0,4,1.0,11
1123,34.0,No,Non-Travel,Research & Development,18,2,Life Sciences,1,Female,3,2,Manufacturing Director,3,Single,6538.0,0,No,11,3.0,1,0,4.0,3,3.0,7
1124,34.0,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,7756.0,1,No,12,3.0,2,0,1.0,3,6.0,12
1125,32.0,No,Non-Travel,Research & Development,8,3,Life Sciences,1,Male,3,2,Manufacturing Director,2,Divorced,5121.0,4,No,21,3.0,3,1,5.0,4,3.0,0
1126,46.0,No,Travel_Rarely,Sales,10,1,Marketing,4,Female,2,2,Sales Executive,2,Divorced,4615.0,1,Yes,14,4.0,1,2,2.0,3,16.0,7
1127,30.0,No,Travel_Frequently,Research & Development,8,5,Life Sciences,4,Female,3,2,Healthcare Representative,3,Single,2422.0,2,Yes,17,4.0,1,0,6.0,3,3.0,0
1128,28.0,No,Travel_Rarely,Sales,20,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,2080.0,8,No,15,3.0,3,0,2.0,3,1.0,3
1129,52.0,No,Travel_Rarely,Research & Development,3,1,Medical,2,Female,3,1,Laboratory Technician,1,Single,16555.0,1,Yes,18,3.0,4,0,2.0,3,5.0,9
1130,31.0,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,Female,2,2,Manufacturing Director,3,Divorced,4148.0,1,No,18,3.0,3,1,1.0,4,4.0,5
1131,55.0,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Female,3,2,Laboratory Technician,4,Married,19187.0,3,Yes,19,3.0,4,1,5.0,3,19.0,7
1132,36.0,No,Travel_Rarely,Sales,8,1,Marketing,3,Female,3,2,Sales Executive,4,Married,5410.0,0,No,19,3.0,2,1,2.0,3,16.0,2
1133,21.0,Yes,Travel_Rarely,Human Resources,2,2,Technical Degree,1,Male,2,1,Human Resources,4,Single,3447.0,1,No,12,3.0,3,0,2.0,4,3.0,0
1134,26.0,No,Travel_Rarely,Research & Development,24,3,Medical,1,Male,1,1,Laboratory Technician,3,Single,2867.0,2,No,14,3.0,3,0,3.0,3,7.0,2
1135,48.0,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,3,2,Laboratory Technician,1,Divorced,5486.0,1,No,11,3.0,3,2,3.0,3,2.0,9
1136,35.0,Yes,Travel_Rarely,Sales,5,3,Marketing,4,Male,3,1,Sales Representative,3,Single,6883.0,1,Yes,13,3.0,2,0,3.0,3,7.0,0
1137,46.0,Yes,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Male,3,2,Manufacturing Director,3,Married,10845.0,0,Yes,19,3.0,1,1,3.0,4,8.0,2
1138,39.0,No,Non-Travel,Research & Development,7,3,Life Sciences,3,Male,3,3,Healthcare Representative,1,Married,6782.0,8,No,16,3.0,1,1,2.0,2,5.0,0
1139,54.0,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,5,Manager,3,Married,10686.0,4,No,14,3.0,4,1,4.0,3,9.0,9
1140,38.0,No,Travel_Rarely,Research & Development,10,4,Technical Degree,3,Female,3,1,Research Scientist,3,Married,4487.0,3,No,22,3.0,2,2,3.0,2,5.0,3
1141,36.0,No,Travel_Rarely,Research & Development,9,2,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,5079.0,2,No,19,3.0,4,2,3.0,4,7.0,2
1142,40.0,Yes,Travel_Frequently,Sales,12,3,Life Sciences,3,Male,3,4,Sales Executive,1,Single,3761.0,0,Yes,12,3.0,2,0,3.0,2,5.0,9
1143,37.0,No,Travel_Rarely,Sales,2,3,Marketing,2,Male,3,3,Sales Executive,2,Married,2269.0,2,No,11,3.0,2,0,3.0,3,7.0,2
1144,56.0,No,Travel_Rarely,Research & Development,10,3,Medical,3,Female,3,1,Laboratory Technician,1,Married,2066.0,6,No,20,4.0,2,1,2.0,3,3.0,4
1145,37.0,No,Travel_Rarely,Sales,2,1,Life Sciences,2,Female,3,2,Sales Executive,4,Single,5747.0,4,Yes,13,3.0,3,0,2.0,4,3.0,5
1146,34.0,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,1,3,Healthcare Representative,4,Divorced,5714.0,3,No,20,4.0,3,1,3.0,4,5.0,0
1147,29.0,No,Travel_Frequently,Research & Development,10,3,Other,2,Male,3,1,Laboratory Technician,4,Divorced,1091.0,1,No,20,3.0,1,1,3.0,2,1.0,2
1148,46.0,Yes,Travel_Rarely,Sales,24,4,Life Sciences,1,Male,3,3,Sales Executive,1,Single,2977.0,6,Yes,13,3.0,2,0,2.0,2,4.0,2
1149,41.0,Yes,Travel_Frequently,Sales,2,3,Life Sciences,3,Male,2,1,Sales Representative,4,Single,9355.0,7,No,14,3.0,3,0,5.0,4,8.0,0
1150,32.0,No,Travel_Frequently,Research & Development,9,1,Life Sciences,3,Male,3,3,Manufacturing Director,2,Divorced,3068.0,1,No,25,3.0,4,1,3.0,4,7.0,8
1151,38.0,No,Travel_Rarely,Sales,10,4,Life Sciences,4,Male,2,2,Sales Executive,4,Divorced,9619.0,2,Yes,14,4.0,3,3,3.0,3,3.0,0
1152,50.0,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Female,2,2,Manufacturing Director,3,Married,19517.0,2,No,11,3.0,4,1,3.0,3,7.0,3
1153,58.0,No,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,2,Healthcare Representative,3,Single,2479.0,1,No,12,4.0,2,0,4.0,2,1.0,3
1154,25.0,No,Travel_Rarely,Research & Development,17,2,Other,4,Male,2,1,Laboratory Technician,2,Married,3669.0,1,No,21,3.0,4,1,5.0,3,3.0,0
1155,27.0,No,Travel_Rarely,Research & Development,16,4,Medical,3,Female,4,2,Manufacturing Director,3,Divorced,5775.0,1,Yes,19,3.0,3,0,2.0,4,10.0,10
1156,26.0,No,Travel_Rarely,Research & Development,9,5,Medical,4,Male,3,2,Laboratory Technician,3,Divorced,4941.0,3,Yes,13,3.0,2,1,2.0,3,8.0,7
1157,52.0,No,Non-Travel,Sales,3,2,Other,1,Male,3,2,Sales Executive,3,Married,19068.0,0,No,21,4.0,1,1,2.0,2,33.0,2
1158,31.0,No,Non-Travel,Research & Development,1,5,Life Sciences,2,Female,3,1,Research Scientist,4,Married,6932.0,1,No,12,3.0,4,1,2.0,2,9.0,9
1159,36.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,4,Manager,1,Divorced,2143.0,2,No,11,3.0,1,1,2.0,3,5.0,7
1160,55.0,No,Travel_Rarely,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,Married,3537.0,2,No,11,3.0,1,1,3.0,3,4.0,6
1161,38.0,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,7779.0,4,No,17,3.0,4,1,2.0,3,1.0,2
1162,27.0,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2517.0,1,No,12,3.0,2,1,2.0,2,5.0,0
1163,35.0,No,Non-Travel,Research & Development,2,1,Medical,2,Female,3,3,Manufacturing Director,3,Single,4148.0,5,Yes,18,3.0,2,0,2.0,2,14.0,2
1164,42.0,No,Travel_Frequently,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Divorced,4294.0,1,No,20,3.0,2,2,3.0,3,2.0,3
1165,35.0,Yes,Non-Travel,Research & Development,14,4,Other,3,Male,2,1,Laboratory Technician,2,Divorced,5762.0,1,Yes,24,3.0,4,1,6.0,1,7.0,2
1166,44.0,No,Travel_Frequently,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,2342.0,3,No,17,3.0,1,3,2.0,2,5.0,3
1167,30.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,4,2,Manufacturing Director,1,Single,11916.0,6,Yes,12,3.0,4,0,2.0,3,9.0,7
1168,32.0,Yes,Travel_Rarely,Research & Development,24,3,Life Sciences,3,Female,2,1,Laboratory Technician,3,Single,10422.0,5,Yes,14,3.0,2,0,3.0,3,14.0,2
1169,37.0,Yes,Travel_Rarely,Sales,7,1,Marketing,2,Female,3,1,Sales Representative,2,Single,15972.0,1,No,13,3.0,2,0,5.0,3,1.0,0
1170,38.0,Yes,Travel_Rarely,Sales,12,3,Life Sciences,3,Female,4,1,Sales Representative,2,Single,5343.0,1,No,15,3.0,4,0,1.0,3,10.0,0
1171,37.0,No,Travel_Rarely,Research & Development,16,2,Medical,4,Female,4,1,Laboratory Technician,4,Divorced,2115.0,1,Yes,13,3.0,2,2,3.0,2,17.0,0
1172,33.0,Yes,Non-Travel,Sales,6,4,Life Sciences,2,Female,1,2,Sales Executive,3,Married,5147.0,4,Yes,18,3.0,2,0,2.0,2,11.0,7
1173,33.0,No,Travel_Rarely,Sales,4,1,Marketing,3,Male,2,2,Sales Executive,1,Married,2500.0,1,No,12,3.0,1,0,2.0,4,3.0,2
1174,45.0,No,Non-Travel,Sales,3,4,Marketing,1,Male,3,2,Sales Executive,2,Single,4385.0,3,Yes,16,3.0,4,0,2.0,3,10.0,4
1175,48.0,No,Travel_Frequently,Research & Development,14,3,Medical,2,Female,3,1,Research Scientist,3,Single,17174.0,1,No,16,3.0,3,0,2.0,1,22.0,0
0,27.0,Yes,Travel_Frequently,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,4298.0,6,Yes,14,3.0,4,2,1.0,2,2.0,2
1,30.0,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,5304.0,2,No,13,4.0,1,3,2.0,3,8.0,0
2,56.0,No,Non-Travel,Research & Development,2,4,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,6306.0,2,No,11,4.0,3,1,2.0,2,13.0,3
3,41.0,Yes,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,4,1,Human Resources,1,Married,6430.0,0,No,17,3.0,3,0,4.0,3,3.0,0
4,42.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,1,Research Scientist,4,Married,2766.0,3,No,22,4.0,1,1,6.0,3,5.0,3
5,42.0,No,Non-Travel,Sales,7,3,Life Sciences,3,Male,2,3,Manager,4,Divorced,4332.0,9,No,21,3.0,3,1,2.0,2,20.0,4
7,54.0,No,Travel_Rarely,Research & Development,6,4,Life Sciences,1,Female,4,2,Laboratory Technician,1,Married,4440.0,3,Yes,13,3.0,4,1,3.0,3,5.0,2
8,45.0,No,Non-Travel,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,8865.0,0,No,23,3.0,1,2,2.0,3,13.0,3
9,37.0,No,Travel_Rarely,Research & Development,5,3,Other,3,Male,3,5,Manager,3,Divorced,19926.0,4,No,11,3.0,4,1,2.0,2,1.0,13
10,36.0,No,Travel_Rarely,Sales,4,4,Marketing,3,Female,3,2,Sales Executive,3,Married,8008.0,9,No,15,3.0,1,1,6.0,3,8.0,2
11,43.0,No,Travel_Rarely,Research & Development,14,3,Life Sciences,1,Female,3,1,Research Scientist,3,Divorced,6583.0,4,No,12,3.0,1,1,3.0,3,5.0,8
12,41.0,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,3,Research Director,3,Single,2238.0,7,No,21,4.0,3,0,2.0,3,5.0,3
13,18.0,No,Travel_Rarely,Research & Development,9,4,Other,3,Male,3,2,Laboratory Technician,3,Divorced,1420.0,3,No,11,3.0,3,2,2.0,4,0.0,7
14,22.0,No,Travel_Rarely,Sales,9,3,Marketing,4,Female,3,2,Sales Executive,4,Single,4171.0,1,No,14,3.0,1,0,3.0,3,3.0,7
15,34.0,No,Travel_Rarely,Sales,10,4,Medical,2,Female,3,3,Sales Executive,4,Single,6687.0,1,No,14,3.0,4,0,2.0,2,14.0,3
16,40.0,No,Non-Travel,Sales,8,3,Marketing,1,Male,3,4,Sales Executive,4,Married,4876.0,5,No,14,3.0,3,1,5.0,3,3.0,0
17,28.0,No,Travel_Rarely,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,8095.0,1,No,14,3.0,3,2,5.0,2,16.0,3
18,47.0,Yes,Travel_Frequently,Research & Development,29,1,Medical,2,Female,3,2,Healthcare Representative,1,Married,13770.0,7,Yes,19,3.0,2,0,2.0,3,22.0,0
19,33.0,Yes,Travel_Frequently,Research & Development,15,3,Medical,3,Female,3,1,Laboratory Technician,3,Married,10377.0,1,No,12,3.0,3,1,2.0,2,10.0,2
20,35.0,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,1,Research Scientist,2,Single,2404.0,7,Yes,13,3.0,4,0,2.0,3,1.0,7
21,26.0,No,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Male,1,1,Laboratory Technician,3,Single,4741.0,0,No,15,3.0,3,0,3.0,3,5.0,4
22,31.0,No,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Female,3,1,Laboratory Technician,4,Married,2302.0,1,Yes,13,3.0,3,1,2.0,3,3.0,2
23,26.0,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Male,2,1,Research Scientist,1,Married,4420.0,9,Yes,14,4.0,4,1,2.0,4,8.0,1
24,40.0,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,2,5,Research Director,2,Married,19436.0,4,No,12,3.0,4,0,5.0,3,21.0,10
25,51.0,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,19847.0,7,No,15,3.0,4,2,5.0,4,29.0,11
26,55.0,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Female,2,2,Manufacturing Director,3,Married,5415.0,3,Yes,13,3.0,1,0,4.0,3,10.0,0
27,31.0,No,Travel_Rarely,Sales,23,4,Marketing,2,Female,3,2,Sales Executive,3,Single,13582.0,0,No,20,3.0,3,0,3.0,3,1.0,5
28,30.0,No,Travel_Rarely,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4115.0,2,No,11,3.0,4,0,3.0,2,4.0,2
29,36.0,No,Travel_Rarely,Sales,2,3,Medical,4,Male,2,2,Sales Executive,2,Married,1393.0,2,No,14,3.0,4,0,2.0,2,1.0,6
30,55.0,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Divorced,19636.0,0,No,12,3.0,2,1,0.0,3,10.0,0
31,53.0,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Female,2,3,Healthcare Representative,4,Divorced,18606.0,4,No,15,3.0,3,1,6.0,3,7.0,2
32,36.0,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,1,Research Scientist,3,Divorced,4941.0,3,No,12,4.0,3,1,0.0,3,3.0,3
33,35.0,No,Non-Travel,Research & Development,10,3,Other,3,Female,3,2,Research Scientist,3,Single,6667.0,3,No,13,3.0,4,0,6.0,4,5.0,7
34,31.0,No,Travel_Rarely,Research & Development,24,3,Life Sciences,4,Male,3,4,Manufacturing Director,3,Married,2523.0,3,Yes,18,3.0,4,1,2.0,3,2.0,11
35,35.0,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Female,3,1,Research Scientist,3,Divorced,4601.0,1,No,11,3.0,2,3,2.0,3,10.0,3
36,31.0,Yes,Non-Travel,Sales,5,3,Life Sciences,2,Male,3,3,Sales Executive,2,Single,2321.0,9,Yes,19,4.0,3,0,0.0,2,3.0,7
37,55.0,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,1,2,Laboratory Technician,3,Single,13695.0,1,Yes,24,3.0,4,0,3.0,3,19.0,7
38,31.0,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,4084.0,1,Yes,12,3.0,3,0,2.0,4,14.0,0
39,27.0,No,Travel_Rarely,Sales,10,4,Medical,4,Male,3,4,Sales Executive,3,Single,3041.0,0,No,13,3.0,3,0,5.0,2,4.0,10
40,39.0,No,Travel_Rarely,Sales,2,5,Marketing,2,Male,3,2,Sales Executive,4,Married,4108.0,2,No,14,3.0,1,1,2.0,3,7.0,7
41,55.0,No,Travel_Rarely,Research & Development,2,4,Medical,2,Male,3,5,Research Director,3,Married,19045.0,2,Yes,11,3.0,4,1,2.0,2,36.0,1
43,36.0,Yes,Travel_Rarely,Sales,4,3,Technical Degree,4,Male,3,3,Sales Executive,1,Single,14336.0,0,Yes,22,3.0,1,0,3.0,3,25.0,7
44,51.0,Yes,Travel_Rarely,Research & Development,3,4,Life Sciences,3,Male,2,1,Research Scientist,4,Married,16307.0,0,Yes,11,3.0,2,1,2.0,3,20.0,0
45,38.0,No,Travel_Rarely,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,2705.0,7,No,11,3.0,4,1,2.0,1,1.0,0
46,36.0,No,Travel_Frequently,Sales,3,4,Life Sciences,2,Male,3,2,Sales Executive,4,Single,3688.0,8,Yes,12,3.0,3,0,2.0,3,1.0,0
47,29.0,No,Non-Travel,Research & Development,23,3,Medical,2,Male,3,2,Laboratory Technician,2,Married,4319.0,4,No,12,3.0,3,1,1.0,4,10.0,2
48,42.0,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Female,2,2,Manufacturing Director,1,Married,13191.0,5,No,19,3.0,3,1,6.0,3,1.0,2
49,34.0,No,Travel_Frequently,Sales,28,3,Marketing,4,Male,2,2,Sales Executive,3,Married,4033.0,1,No,21,3.0,4,2,3.0,3,3.0,7
50,31.0,Yes,Travel_Rarely,Research & Development,29,4,Life Sciences,1,Female,3,3,Manager,2,Married,2600.0,1,Yes,12,3.0,4,1,2.0,2,1.0,7
51,41.0,No,Travel_Rarely,Research & Development,7,3,Life Sciences,4,Male,3,1,Laboratory Technician,1,Single,8392.0,3,No,14,3.0,2,0,1.0,3,10.0,2
52,35.0,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Female,3,5,Manager,1,Married,9069.0,5,No,11,4.0,4,0,3.0,1,9.0,8
53,53.0,Yes,Travel_Rarely,Research & Development,12,3,Technical Degree,2,Male,3,5,Research Director,3,Married,2684.0,1,No,12,3.0,4,0,6.0,3,1.0,15
54,48.0,No,Travel_Rarely,Research & Development,29,4,Other,4,Male,3,2,Research Scientist,4,Single,10999.0,1,No,25,4.0,2,0,3.0,3,15.0,11
55,38.0,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,3944.0,4,No,22,3.0,1,1,3.0,3,3.0,5
56,58.0,Yes,Travel_Rarely,Sales,29,2,Medical,2,Male,1,2,Sales Executive,1,Single,3681.0,8,No,18,3.0,4,0,3.0,3,3.0,2
57,46.0,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,1,1,Research Scientist,4,Divorced,9619.0,1,No,18,3.0,4,1,3.0,3,9.0,7
58,41.0,No,Travel_Rarely,Sales,3,4,Life Sciences,4,Male,3,3,Sales Executive,4,Divorced,2451.0,6,No,13,3.0,2,1,2.0,3,9.0,9
59,36.0,No,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,6134.0,9,No,11,3.0,3,0,3.0,3,2.0,2
60,28.0,No,Non-Travel,Research & Development,9,5,Other,2,Male,2,1,Laboratory Technician,4,Single,2706.0,0,No,17,3.0,3,0,3.0,3,3.0,2
61,34.0,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3,Female,3,2,Sales Executive,4,Single,2933.0,1,Yes,18,3.0,4,0,3.0,3,16.0,7
62,34.0,No,Travel_Rarely,Research & Development,16,3,Medical,4,Male,3,1,Laboratory Technician,1,Divorced,3622.0,4,Yes,16,3.0,2,1,3.0,2,6.0,2
63,56.0,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Female,4,1,Research Scientist,1,Married,19943.0,1,Yes,12,3.0,1,1,2.0,2,5.0,7
64,33.0,No,Travel_Rarely,Research & Development,3,3,Other,4,Male,3,2,Healthcare Representative,2,Single,5207.0,3,No,15,3.0,1,0,3.0,2,15.0,3
65,41.0,No,Non-Travel,Research & Development,12,1,Medical,3,Male,3,1,Research Scientist,4,Married,6151.0,8,Yes,23,3.0,3,1,4.0,3,19.0,2
66,44.0,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3420.0,0,No,15,3.0,4,1,3.0,3,5.0,8
67,21.0,No,Travel_Rarely,Sales,3,3,Medical,4,Male,3,4,Sales Executive,3,Divorced,3117.0,9,Yes,12,3.0,4,2,2.0,2,2.0,2
68,26.0,No,Travel_Rarely,Research & Development,7,4,Medical,4,Male,3,2,Research Scientist,4,Married,5472.0,4,No,15,3.0,2,1,2.0,2,8.0,1
69,45.0,No,Non-Travel,Sales,7,4,Marketing,4,Female,2,2,Sales Executive,4,Single,5154.0,0,No,20,3.0,1,0,3.0,3,8.0,7
70,48.0,No,Travel_Rarely,Research & Development,8,2,Medical,3,Male,4,2,Research Scientist,3,Married,18265.0,5,No,12,3.0,3,1,3.0,2,1.0,3
71,56.0,Yes,Travel_Rarely,Research & Development,10,4,Medical,4,Male,3,2,Manufacturing Director,1,Single,11103.0,1,No,15,3.0,2,0,1.0,1,10.0,3
72,50.0,No,Travel_Frequently,Research & Development,1,4,Medical,2,Female,4,4,Research Director,4,Divorced,4869.0,2,No,13,3.0,4,2,4.0,4,4.0,7
73,31.0,No,Travel_Rarely,Research & Development,13,3,Medical,1,Male,3,2,Research Scientist,4,Married,2028.0,1,No,17,3.0,1,0,6.0,3,14.0,8
74,34.0,No,Travel_Rarely,Sales,5,1,Medical,3,Male,3,1,Sales Representative,1,Single,5363.0,1,Yes,11,3.0,4,0,2.0,3,4.0,2
75,19.0,No,Travel_Rarely,Research & Development,3,2,Medical,4,Male,3,1,Laboratory Technician,2,Single,2564.0,4,No,12,3.0,3,0,3.0,2,1.0,7
76,26.0,Yes,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Female,3,1,Laboratory Technician,3,Single,5206.0,1,Yes,13,4.0,3,0,3.0,2,3.0,2
77,44.0,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Laboratory Technician,4,Single,4950.0,4,No,11,4.0,4,0,3.0,3,2.0,1
78,27.0,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,1,1,Laboratory Technician,4,Divorced,2451.0,4,Yes,13,3.0,3,1,3.0,2,1.0,7
79,51.0,No,Travel_Rarely,Sales,13,1,Medical,2,Male,3,1,Sales Representative,3,Married,10596.0,1,No,11,3.0,3,0,5.0,3,4.0,4
80,24.0,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,6825.0,1,No,11,3.0,3,1,2.0,4,0.0,3
81,31.0,No,Travel_Frequently,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,3722.0,1,No,23,3.0,4,1,2.0,2,2.0,2
82,24.0,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,5208.0,1,No,12,4.0,2,1,2.0,2,16.0,4
83,33.0,Yes,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,6696.0,3,No,20,3.0,1,0,3.0,3,10.0,3
84,28.0,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,2515.0,3,Yes,18,3.0,3,0,4.0,3,1.0,0
85,31.0,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,6929.0,2,No,13,3.0,3,0,3.0,2,8.0,2
86,46.0,No,Travel_Rarely,Research & Development,16,4,Technical Degree,3,Male,3,1,Laboratory Technician,2,Married,19627.0,9,No,14,3.0,2,1,0.0,3,2.0,2
87,30.0,No,Travel_Rarely,Sales,9,3,Marketing,3,Female,3,5,Manager,3,Married,13973.0,4,Yes,16,4.0,3,1,2.0,3,5.0,0
